Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2107,60,1,12,Accessories,-6,44,M,Gray,Fall,4.4,0,1,4,No,0,40,2,2
2108,46,1,13,Clothing,35,7,M,Black,Winter,3.3,0,4,4,No,0,35,4,5
2109,54,1,9,Clothing,6,33,XL,Beige,Winter,4.2,0,3,1,No,0,4,2,5
2110,59,1,12,Accessories,-9,4,L,Peach,Fall,2.7,0,1,2,No,0,28,5,2
2111,52,1,21,Clothing,53,25,L,Cyan,Spring,3.9,0,1,5,No,0,36,3,2
2112,41,1,22,Accessories,45,24,XL,Pink,Spring,2.6,0,2,2,No,0,15,0,0
2113,43,1,1,Accessories,28,41,M,Lavender,Fall,4.5,0,2,0,No,0,7,1,3
2114,63,1,5,Clothing,0,45,M,Brown,Spring,2.7,0,2,5,No,0,29,4,2
2115,37,1,16,Clothing,11,44,M,Magenta,Winter,2.9,0,2,4,No,0,12,3,0
2116,44,1,15,Accessories,45,38,M,Violet,Winter,3.4,0,2,5,No,0,16,0,1
2117,67,1,10,Outerwear,-17,15,M,Teal,Summer,2.9,0,4,1,No,0,50,3,1
2118,27,1,5,Clothing,-12,5,L,Brown,Summer,3.8,0,0,2,No,0,11,3,0
2119,60,1,21,Clothing,4,9,M,Olive,Fall,4.2,0,0,0,No,0,28,3,5
2120,58,1,12,Accessories,17,26,M,Indigo,Spring,3.5,0,3,5,No,0,36,5,1
2121,53,1,15,Accessories,58,24,S,Red,Fall,3.1,0,5,3,No,0,38,4,5
2122,43,1,0,Accessories,28,1,M,Olive,Winter,3.5,0,2,0,No,0,32,0,4
2123,32,1,10,Outerwear,-4,45,L,Teal,Fall,4.0,0,4,1,No,0,42,3,6
2124,54,1,4,Outerwear,31,26,L,Cyan,Spring,3.7,0,1,1,No,0,22,3,1
2125,47,1,19,Clothing,20,38,M,Teal,Fall,4.2,0,5,3,No,0,22,5,5
2126,57,1,4,Outerwear,47,28,M,Beige,Fall,4.8,0,2,5,No,0,31,4,5
2127,63,1,17,Footwear,-2,0,XL,Magenta,Winter,4.1,0,4,1,No,0,28,2,4
2128,70,1,3,Footwear,5,32,M,Indigo,Spring,4.5,0,2,0,No,0,40,3,6
2129,62,1,4,Outerwear,7,30,L,Cyan,Fall,2.7,0,4,0,No,0,21,4,6
2130,40,1,19,Clothing,17,22,L,Orange,Fall,2.8,0,2,5,No,0,12,4,2
2131,25,1,0,Accessories,28,2,L,Violet,Summer,3.7,0,3,2,No,0,33,2,0
2132,19,1,18,Clothing,12,25,M,Red,Fall,3.6,0,2,1,No,0,9,0,3
2133,25,1,19,Clothing,47,44,M,Magenta,Fall,4.7,0,4,0,No,0,15,3,6
2134,21,1,8,Accessories,-6,18,M,Olive,Summer,3.8,0,4,4,No,0,13,0,0
2135,55,1,14,Footwear,1,45,XL,Maroon,Winter,2.9,0,5,4,No,0,35,2,3
2136,34,1,22,Accessories,54,4,S,Yellow,Winter,4.6,0,2,3,No,0,1,3,2
2137,47,1,22,Accessories,53,31,M,Red,Summer,2.8,0,0,4,No,0,25,0,3
2138,27,1,21,Clothing,11,13,XL,Purple,Winter,4.6,0,0,0,No,0,20,2,2
2139,67,1,23,Clothing,2,23,M,Teal,Fall,2.8,0,5,3,No,0,36,5,5
2140,40,1,3,Footwear,55,31,M,Red,Winter,3.0,0,2,2,No,0,33,1,6
2141,53,1,7,Accessories,50,30,M,Brown,Fall,3.7,0,1,4,No,0,36,1,3
2142,24,1,5,Clothing,58,16,M,Peach,Winter,4.1,0,2,0,No,0,32,4,0
2143,47,1,8,Accessories,-1,33,M,Maroon,Winter,4.3,0,5,3,No,0,21,5,5
2144,53,1,14,Footwear,26,3,L,Red,Fall,3.8,0,3,3,No,0,48,5,1
2145,47,1,17,Footwear,-17,19,L,Orange,Winter,3.7,0,1,2,No,0,25,4,5
2146,38,1,19,Clothing,33,6,S,White,Winter,4.8,0,3,4,No,0,32,4,0
2147,48,1,22,Accessories,-17,43,XL,White,Summer,4.6,0,3,4,No,0,45,4,2
2148,47,1,19,Clothing,3,24,S,Charcoal,Fall,4.8,0,4,4,No,0,4,1,3
2149,19,1,24,Clothing,5,26,XL,Turquoise,Winter,4.6,0,4,0,No,0,19,4,1
2150,38,1,14,Footwear,-19,10,L,Orange,Winter,4.0,0,0,4,No,0,1,0,6
2151,57,1,16,Clothing,0,12,M,Orange,Spring,2.6,0,4,0,No,0,12,1,6
2152,70,1,11,Clothing,18,44,L,Brown,Fall,2.6,0,5,0,No,0,18,5,4
2153,38,1,18,Clothing,8,29,L,Magenta,Summer,4.5,0,0,3,No,0,43,0,1
2154,35,1,16,Clothing,54,16,M,Violet,Fall,4.2,0,2,2,No,0,31,4,0
2155,46,1,15,Accessories,34,49,M,Violet,Spring,3.4,0,3,5,No,0,33,1,2
2156,32,1,7,Accessories,11,10,L,Yellow,Fall,3.7,0,3,5,No,0,46,4,4
2157,38,1,19,Clothing,43,24,M,Maroon,Winter,3.6,0,4,3,No,0,41,3,1
2158,41,1,7,Accessories,28,23,L,Turquoise,Winter,4.0,0,3,3,No,0,41,5,3
2159,19,1,6,Accessories,44,20,XL,Olive,Spring,4.6,0,2,4,No,0,9,0,3
2160,18,1,16,Clothing,18,17,M,Peach,Fall,3.0,0,4,2,No,0,34,1,0
2161,45,1,2,Clothing,52,47,L,Charcoal,Winter,3.3,0,0,1,No,0,21,4,0
2162,23,1,5,Clothing,29,46,S,Peach,Summer,3.8,0,2,1,No,0,5,3,3
2163,60,1,18,Clothing,8,36,S,Black,Summer,2.7,0,2,2,No,0,32,4,6
2164,52,1,17,Footwear,20,31,L,Gray,Spring,4.5,0,0,1,No,0,44,0,4
2165,42,1,14,Footwear,-20,14,S,Olive,Winter,4.8,0,5,3,No,0,46,4,1
2166,29,1,13,Clothing,15,11,M,Turquoise,Summer,4.2,0,0,1,No,0,42,2,2
2167,31,1,10,Outerwear,48,29,S,Purple,Spring,3.5,0,5,1,No,0,50,2,1
2168,30,1,19,Clothing,8,34,L,Green,Winter,4.9,0,5,4,No,0,33,5,3
2169,23,1,7,Accessories,34,6,M,Beige,Spring,4.1,0,0,3,No,0,32,1,5
2170,31,1,4,Outerwear,2,8,M,Brown,Fall,2.9,0,4,3,No,0,32,0,1
2171,40,1,23,Clothing,-8,39,M,Turquoise,Fall,4.0,0,4,3,No,0,37,5,2
2172,39,1,18,Clothing,58,24,M,Yellow,Summer,4.6,0,2,5,No,0,9,1,3
2173,28,1,19,Clothing,49,38,S,Lavender,Fall,2.8,0,0,5,No,0,6,4,3
2174,23,1,6,Accessories,57,7,S,Cyan,Summer,5.0,0,1,0,No,0,36,5,5
2175,42,1,0,Accessories,9,5,S,Olive,Spring,2.9,0,1,5,No,0,1,1,0
2176,68,1,5,Clothing,10,26,M,Silver,Spring,3.3,0,0,2,No,0,48,2,3
2177,24,1,1,Accessories,51,44,S,Red,Winter,3.4,0,5,0,No,0,44,3,5
2178,24,1,6,Accessories,53,25,XL,Green,Winter,3.0,0,0,1,No,0,9,4,1
2179,21,1,12,Accessories,58,8,M,Gold,Summer,4.7,0,3,4,No,0,32,5,0
2180,49,1,21,Clothing,42,7,L,Lavender,Fall,2.9,0,2,3,No,0,14,4,4
2181,41,1,4,Outerwear,-3,6,M,Yellow,Summer,4.1,0,3,5,No,0,43,1,5
2182,22,1,7,Accessories,23,10,M,Black,Fall,3.2,0,5,2,No,0,32,0,1
2183,42,1,2,Clothing,59,30,M,Maroon,Winter,2.7,0,1,5,No,0,26,5,1
2184,30,1,18,Clothing,-3,15,M,Maroon,Spring,4.7,0,4,5,No,0,2,1,4
2185,38,1,17,Footwear,-6,27,S,Gold,Spring,3.2,0,4,2,No,0,16,4,2
2186,40,1,18,Clothing,-8,32,M,Violet,Winter,2.5,0,5,1,No,0,50,3,2
2187,55,1,14,Footwear,-17,30,XL,Teal,Winter,4.3,0,0,3,No,0,6,4,2
2188,37,1,2,Clothing,38,11,M,Violet,Spring,4.4,0,5,2,No,0,20,4,0
2189,41,1,4,Outerwear,14,4,M,Brown,Winter,4.7,0,4,3,No,0,9,2,6
2190,38,1,2,Clothing,54,48,XL,Brown,Fall,4.0,0,4,1,No,0,47,2,1
2191,42,1,1,Accessories,35,1,S,Maroon,Spring,4.6,0,3,1,No,0,33,2,0
2192,26,1,2,Clothing,29,37,S,Maroon,Summer,3.8,0,5,3,No,0,46,1,1
2193,41,1,15,Accessories,-5,45,L,Yellow,Winter,3.2,0,0,3,No,0,9,2,4
2194,27,1,16,Clothing,38,4,L,Turquoise,Spring,5.0,0,0,1,No,0,8,4,4
2195,61,1,21,Clothing,-11,16,M,Silver,Summer,3.5,0,3,4,No,0,48,0,5
2196,58,1,11,Clothing,22,31,M,Brown,Fall,3.7,0,2,3,No,0,2,1,4
2197,25,1,5,Clothing,18,44,M,Gray,Spring,4.8,0,5,3,No,0,31,4,6
2198,33,1,3,Footwear,48,37,M,Indigo,Summer,3.7,0,4,0,No,0,40,5,4
2199,57,1,15,Accessories,40,31,L,Turquoise,Summer,3.5,0,1,2,No,0,35,5,4
2200,39,1,15,Accessories,7,32,M,Maroon,Summer,4.9,0,0,5,No,0,40,3,4
2201,60,1,6,Accessories,11,49,L,Charcoal,Summer,4.7,0,4,3,No,0,27,3,2
2202,39,1,13,Clothing,-15,34,L,Peach,Spring,4.9,0,0,0,No,0,10,5,0
2203,42,1,5,Clothing,-4,0,M,Red,Summer,4.3,0,4,3,No,0,23,2,6
2204,53,1,5,Clothing,39,38,M,Indigo,Winter,3.1,0,5,2,No,0,32,1,5
2205,20,1,11,Clothing,1,36,S,Lavender,Winter,3.4,0,5,0,No,0,6,3,4
2206,46,1,23,Clothing,28,33,XL,Red,Fall,2.7,0,4,1,No,0,27,4,6
2207,46,1,14,Footwear,11,12,L,Green,Spring,2.6,0,4,5,No,0,25,0,3
2208,69,1,7,Accessories,-2,30,M,Gray,Fall,2.9,0,3,3,No,0,11,2,0
2209,28,1,15,Accessories,6,5,XL,Violet,Summer,2.7,0,3,0,No,0,23,4,4
2210,42,1,14,Footwear,-20,43,XL,Beige,Summer,4.5,0,2,0,No,0,44,0,5
2211,30,1,22,Accessories,-15,45,M,Orange,Summer,3.1,0,5,5,No,0,35,4,3
2212,50,1,23,Clothing,49,18,L,Purple,Winter,3.2,0,4,2,No,0,45,3,2
2213,59,1,13,Clothing,37,26,M,Brown,Winter,3.3,0,4,3,No,0,22,0,5
2214,54,1,8,Accessories,54,10,M,Maroon,Fall,2.9,0,2,1,No,0,18,3,5
2215,50,1,1,Accessories,60,11,L,Gold,Fall,4.1,0,1,4,No,0,20,3,6
2216,25,1,14,Footwear,56,47,M,Indigo,Winter,2.7,0,3,1,No,0,28,2,3
2217,41,1,13,Clothing,-4,44,XL,Silver,Winter,4.0,0,2,5,No,0,15,5,1
2218,35,1,12,Accessories,-13,13,XL,Red,Fall,2.6,0,0,5,No,0,42,0,3
2219,67,1,22,Accessories,27,11,M,Magenta,Winter,3.5,0,1,5,No,0,20,3,5
2220,33,1,2,Clothing,51,22,S,Purple,Fall,2.8,0,4,5,No,0,16,0,3
2221,19,1,1,Accessories,22,49,XL,Beige,Fall,4.5,0,1,5,No,0,47,1,0
2222,25,1,18,Clothing,48,15,XL,White,Fall,3.0,0,3,2,No,0,34,2,0
2223,32,1,13,Clothing,26,9,M,Teal,Summer,4.4,0,4,5,No,0,30,2,6
2224,30,1,14,Footwear,25,15,M,Gray,Fall,4.7,0,2,3,No,0,5,4,5
2225,18,1,6,Accessories,-15,26,L,Charcoal,Winter,4.3,0,2,4,No,0,38,1,5
2226,38,1,1,Accessories,24,46,S,Olive,Spring,4.8,0,2,2,No,0,18,2,0
2227,22,1,16,Clothing,32,24,L,Blue,Spring,4.8,0,2,5,No,0,28,1,0
2228,40,1,15,Accessories,34,46,S,Gray,Summer,4.4,0,5,3,No,0,42,2,3
2229,54,1,6,Accessories,10,15,M,Green,Fall,3.7,0,3,2,No,0,5,2,6
2230,70,1,13,Clothing,57,22,M,Silver,Fall,3.9,0,0,1,No,0,50,5,4
2231,52,1,20,Footwear,-4,5,S,Teal,Spring,3.8,0,3,1,No,0,33,5,3
2232,34,1,10,Outerwear,9,43,M,Beige,Fall,4.1,0,1,5,No,0,1,2,6
2233,65,1,17,Footwear,24,32,L,Lavender,Spring,4.0,0,0,5,No,0,14,1,3
2234,38,1,2,Clothing,-9,8,XL,Gray,Summer,4.5,0,2,1,No,0,48,2,4
2235,35,1,3,Footwear,26,28,S,Yellow,Winter,4.0,0,1,1,No,0,26,1,6
2236,40,1,21,Clothing,42,12,M,Gray,Spring,4.5,0,2,0,No,0,44,2,0
2237,23,1,24,Clothing,48,17,M,Yellow,Winter,2.7,0,5,4,No,0,18,3,3
2238,45,1,14,Footwear,-6,0,S,Black,Summer,3.8,0,0,3,No,0,31,5,2
2239,40,1,20,Footwear,44,8,L,Beige,Winter,3.8,0,2,4,No,0,18,3,6
2240,42,1,12,Accessories,56,0,L,Indigo,Summer,3.8,0,0,0,No,0,41,2,2
2241,57,1,14,Footwear,31,4,L,Green,Winter,4.3,0,2,3,No,0,18,3,2
2242,18,1,10,Outerwear,37,19,M,Purple,Summer,3.5,0,0,2,No,0,3,0,1
2243,18,1,19,Clothing,26,27,M,Orange,Spring,3.8,0,4,3,No,0,5,2,1
2244,56,1,16,Clothing,-19,20,M,Teal,Winter,3.7,0,1,0,No,0,13,3,0
2245,35,1,18,Clothing,-3,39,M,Gold,Summer,4.8,0,2,0,No,0,22,4,0
2246,49,1,21,Clothing,50,7,L,Gray,Fall,4.9,0,5,2,No,0,45,4,3
2247,49,1,10,Outerwear,56,10,M,Cyan,Fall,4.3,0,1,5,No,0,39,4,2
2248,34,1,12,Accessories,-3,8,L,Teal,Summer,4.4,0,4,3,No,0,18,5,0
2249,63,1,24,Clothing,26,38,M,Violet,Winter,3.4,0,1,2,No,0,19,4,3
2250,42,1,6,Accessories,5,49,XL,Indigo,Spring,4.3,0,0,3,No,0,29,3,6
2251,41,1,17,Footwear,49,5,L,Pink,Summer,4.6,0,5,5,No,0,19,2,6
2252,26,1,17,Footwear,54,45,L,Gold,Fall,3.8,0,4,2,No,0,22,3,4
2253,48,1,17,Footwear,56,26,S,Maroon,Summer,3.9,0,5,1,No,0,21,0,0
2254,62,1,9,Clothing,-9,35,M,Brown,Spring,2.6,0,2,5,No,0,22,4,4
2255,24,1,1,Accessories,39,33,M,Gold,Winter,4.2,0,5,5,No,0,44,4,2
2256,48,1,4,Outerwear,-1,21,L,Teal,Spring,4.6,0,5,5,No,0,42,0,5
2257,31,1,2,Clothing,-18,4,M,Turquoise,Fall,5.0,0,3,4,No,0,33,2,5
2258,41,1,19,Clothing,-8,41,L,Olive,Fall,4.2,0,4,4,No,0,6,0,0
2259,24,1,24,Clothing,31,34,L,Cyan,Winter,4.3,0,0,5,No,0,44,2,2
2260,60,1,11,Clothing,56,8,XL,Beige,Spring,3.3,0,5,2,No,0,24,1,0
2261,38,1,15,Accessories,42,24,M,Blue,Fall,4.9,0,5,1,No,0,16,4,5
2262,58,1,0,Accessories,36,39,L,Gold,Spring,4.4,0,1,4,No,0,12,0,3
2263,53,1,0,Accessories,-18,2,M,Green,Winter,3.1,0,5,0,No,0,50,4,4
2264,44,1,15,Accessories,0,13,XL,Green,Winter,3.5,0,4,5,No,0,42,1,5
2265,51,1,8,Accessories,52,33,M,Turquoise,Summer,3.9,0,0,0,No,0,50,4,4
2266,36,1,4,Outerwear,54,25,XL,Yellow,Fall,3.9,0,0,5,No,0,10,4,5
2267,20,1,5,Clothing,4,24,M,Yellow,Fall,4.3,0,0,5,No,0,32,3,6
2268,32,1,6,Accessories,9,16,S,Blue,Spring,3.8,0,5,1,No,0,37,5,6
2269,66,1,23,Clothing,-14,9,L,Charcoal,Spring,2.7,0,2,0,No,0,15,0,4
2270,49,1,19,Clothing,-2,16,M,Yellow,Fall,4.4,0,2,5,No,0,27,2,0
2271,27,1,2,Clothing,32,9,L,Purple,Spring,3.5,0,3,1,No,0,7,5,6
2272,29,1,5,Clothing,59,1,M,Green,Summer,3.4,0,1,2,No,0,49,4,5
2273,29,1,10,Outerwear,-2,18,L,Charcoal,Spring,4.0,0,5,4,No,0,44,4,4
2274,55,1,4,Outerwear,56,30,L,Silver,Winter,4.8,0,2,1,No,0,13,4,1
2275,57,1,5,Clothing,-13,31,L,Turquoise,Spring,4.5,0,1,3,No,0,38,4,3
2276,29,1,18,Clothing,-16,35,M,Gray,Winter,4.4,0,4,4,No,0,10,3,6
2277,31,1,11,Clothing,42,49,L,Red,Summer,4.1,0,0,0,No,0,25,3,6
2278,25,1,8,Accessories,16,0,M,Beige,Summer,4.6,0,0,3,No,0,18,2,5
2279,61,1,6,Accessories,-15,19,M,Maroon,Fall,3.8,0,1,5,No,0,6,1,2
2280,53,1,20,Footwear,27,47,L,Indigo,Spring,2.9,0,0,2,No,0,35,0,5
2281,22,1,17,Footwear,-19,16,M,Red,Summer,2.8,0,0,4,No,0,31,2,3
2282,28,1,9,Clothing,-13,15,XL,Maroon,Summer,3.0,0,0,5,No,0,41,0,0
2283,18,1,20,Footwear,57,11,S,Red,Fall,4.2,0,3,0,No,0,8,2,0
2284,44,1,7,Accessories,5,34,S,Black,Winter,4.1,0,1,2,No,0,34,2,3
2285,32,1,2,Clothing,23,14,XL,Black,Fall,4.1,0,1,1,No,0,20,5,0
2286,34,1,1,Accessories,60,21,L,Pink,Summer,4.6,0,1,0,No,0,38,4,2
2287,67,1,21,Clothing,-2,40,L,Blue,Spring,2.5,0,4,5,No,0,35,5,5
2288,66,1,2,Clothing,5,26,L,Green,Summer,3.0,0,4,5,No,0,6,3,0
2289,28,1,12,Accessories,51,4,M,Orange,Fall,3.8,0,2,3,No,0,50,4,6
2290,70,1,18,Clothing,42,27,M,Orange,Fall,4.1,0,4,2,No,0,47,5,6
2291,37,1,3,Footwear,8,15,L,Magenta,Winter,3.3,0,5,4,No,0,23,4,5
2292,28,1,4,Outerwear,-10,34,M,Indigo,Spring,5.0,0,4,0,No,0,13,2,5
2293,43,1,24,Clothing,-6,44,S,Beige,Spring,3.8,0,3,3,No,0,31,3,4
2294,37,1,23,Clothing,28,9,L,Green,Fall,3.3,0,4,1,No,0,16,3,2
2295,54,1,22,Accessories,55,19,M,Red,Winter,5.0,0,5,1,No,0,40,3,0
2296,50,1,8,Accessories,-18,6,L,Beige,Spring,2.9,0,2,0,No,0,45,4,5
2297,46,1,6,Accessories,48,46,M,Green,Fall,2.5,0,4,3,No,0,50,5,2
2298,60,1,21,Clothing,43,4,M,Orange,Summer,4.7,0,4,4,No,0,1,0,5
2299,40,1,7,Accessories,47,25,L,Cyan,Spring,2.9,0,4,0,No,0,10,1,2
2300,64,1,4,Outerwear,17,11,M,Violet,Summer,3.7,0,3,5,No,0,48,2,2
2301,18,1,4,Outerwear,48,37,XL,Lavender,Summer,4.4,0,5,0,No,0,38,2,4
2302,37,1,13,Clothing,-20,18,L,Turquoise,Winter,2.9,0,3,3,No,0,21,3,0
2303,36,1,1,Accessories,-1,25,L,Pink,Summer,3.6,0,1,5,No,0,38,5,4
2304,51,1,22,Accessories,31,29,S,Beige,Spring,4.8,0,0,0,No,0,31,2,3
2305,26,1,9,Clothing,33,17,L,Silver,Winter,4.7,0,0,2,No,0,9,3,3
2306,68,1,7,Accessories,23,18,M,Gold,Summer,2.6,0,1,2,No,0,47,1,6
2307,27,1,6,Accessories,38,8,L,Silver,Winter,3.4,0,1,4,No,0,8,1,1
2308,28,1,19,Clothing,56,24,L,Green,Fall,3.5,0,0,3,No,0,30,3,0
2309,49,1,22,Accessories,41,33,M,Teal,Winter,3.4,0,0,0,No,0,22,0,5
2310,70,1,5,Clothing,55,6,S,Gold,Fall,5.0,0,1,0,No,0,3,0,5
2311,30,1,6,Accessories,28,45,M,Cyan,Spring,4.6,0,2,4,No,0,15,4,4
2312,27,1,20,Footwear,-12,25,L,Gold,Spring,4.8,0,4,0,No,0,10,0,2
2313,19,1,24,Clothing,-10,44,L,Violet,Summer,3.7,0,4,2,No,0,19,1,2
2314,64,1,5,Clothing,-9,9,M,Black,Summer,4.7,0,5,3,No,0,36,0,3
2315,42,1,7,Accessories,55,45,XL,Brown,Winter,4.4,0,5,1,No,0,12,0,2
2316,69,1,21,Clothing,39,44,M,Indigo,Winter,3.5,0,1,0,No,0,49,3,5
2317,28,1,20,Footwear,-1,25,L,Yellow,Winter,3.8,0,2,4,No,0,7,3,0
2318,47,1,10,Outerwear,-6,29,M,Purple,Summer,4.7,0,3,3,No,0,28,0,4
2319,69,1,9,Clothing,-12,49,L,White,Spring,3.1,0,4,5,No,0,30,2,0
2320,56,1,14,Footwear,-2,18,XL,Turquoise,Winter,5.0,0,3,2,No,0,29,4,4
2321,28,1,17,Footwear,15,30,M,Olive,Spring,3.7,0,2,2,No,0,9,3,2
2322,50,1,14,Footwear,-9,5,M,Beige,Winter,3.0,0,4,3,No,0,27,3,3
2323,39,1,4,Outerwear,44,6,S,Lavender,Spring,4.5,0,1,5,No,0,21,5,3
2324,35,1,6,Accessories,53,19,L,White,Winter,4.7,0,0,1,No,0,36,2,4
2325,59,1,4,Outerwear,-12,36,L,Brown,Winter,3.5,0,3,2,No,0,19,3,0
2326,44,1,3,Footwear,15,31,M,Charcoal,Summer,4.4,0,3,0,No,0,47,1,6
2327,66,1,19,Clothing,23,35,L,Maroon,Winter,2.6,0,1,4,No,0,38,0,0
2328,20,1,19,Clothing,54,0,M,Red,Winter,4.2,0,2,0,No,0,22,5,1
2329,45,1,13,Clothing,-4,33,M,Maroon,Fall,2.6,0,2,1,No,0,29,5,1
2330,49,1,8,Accessories,57,26,S,Teal,Spring,4.8,0,5,2,No,0,42,0,0
2331,60,1,0,Accessories,23,2,L,Orange,Summer,2.9,0,5,5,No,0,47,4,2
2332,61,1,15,Accessories,37,12,S,Olive,Spring,4.3,0,2,0,No,0,10,2,1
2333,36,1,15,Accessories,13,39,XL,Olive,Fall,2.6,0,2,5,No,0,10,5,4
2334,33,1,16,Clothing,37,15,M,Beige,Spring,3.8,0,1,3,No,0,1,4,2
2335,49,1,3,Footwear,39,15,L,Green,Summer,4.2,0,2,4,No,0,7,2,4
2336,31,1,4,Outerwear,-3,11,M,Black,Summer,3.9,0,5,5,No,0,10,5,3
2337,19,1,1,Accessories,54,4,M,Green,Winter,3.1,0,1,2,No,0,11,2,6
2338,39,1,3,Footwear,36,33,S,Violet,Fall,3.6,0,4,5,No,0,5,1,0
2339,66,1,20,Footwear,28,9,S,Silver,Fall,4.0,0,4,1,No,0,21,4,5
2340,25,1,16,Clothing,25,12,L,Maroon,Spring,3.4,0,1,3,No,0,24,0,5
2341,63,1,2,Clothing,-16,7,M,Cyan,Summer,2.6,0,5,4,No,0,37,2,3
2342,56,1,10,Outerwear,-9,6,L,Teal,Summer,4.5,0,1,1,No,0,22,5,2
2343,20,1,19,Clothing,49,41,M,Olive,Fall,4.9,0,2,4,No,0,16,3,3
2344,58,1,21,Clothing,9,19,M,Red,Summer,4.4,0,5,0,No,0,44,4,4
2345,34,1,14,Footwear,52,38,XL,Lavender,Fall,3.5,0,2,1,No,0,14,5,1
2346,28,1,24,Clothing,-8,31,S,Orange,Winter,3.3,0,0,1,No,0,23,0,2
2347,22,1,10,Outerwear,27,30,L,Brown,Winter,3.1,0,0,4,No,0,46,3,3
2348,37,1,1,Accessories,24,4,S,Gray,Fall,4.2,0,2,1,No,0,46,1,2
2349,54,1,17,Footwear,44,18,M,Orange,Spring,4.9,0,4,3,No,0,16,4,2
2350,65,1,2,Clothing,-6,31,M,Orange,Fall,3.9,0,5,4,No,0,40,2,2
2351,57,1,17,Footwear,-14,10,M,Turquoise,Winter,4.2,0,0,2,No,0,21,1,0
2352,38,1,23,Clothing,10,28,S,Cyan,Fall,4.9,0,2,5,No,0,25,4,1
2353,70,1,3,Footwear,6,26,M,Yellow,Fall,2.8,0,2,5,No,0,25,0,5
2354,56,1,7,Accessories,31,25,M,White,Fall,4.1,0,2,4,No,0,25,3,2
2355,56,1,2,Clothing,38,48,M,Blue,Summer,4.8,0,1,3,No,0,27,5,4
2356,22,1,19,Clothing,-5,41,S,Purple,Winter,4.1,0,4,3,No,0,12,1,4
2357,57,1,0,Accessories,18,25,M,Gray,Summer,3.0,0,0,2,No,0,27,3,5
2358,53,1,16,Clothing,27,21,L,Cyan,Fall,4.2,0,0,0,No,0,40,2,1
2359,53,1,23,Clothing,53,42,L,Pink,Spring,3.8,0,0,4,No,0,38,2,5
2360,19,1,15,Accessories,41,37,S,Gold,Spring,3.3,0,5,0,No,0,44,0,2
2361,49,1,7,Accessories,40,31,L,Silver,Fall,4.7,0,3,0,No,0,27,5,2
2362,44,1,15,Accessories,24,0,M,Gray,Spring,4.3,0,1,0,No,0,30,2,2
2363,27,1,11,Clothing,1,45,M,Brown,Fall,2.7,0,5,4,No,0,24,2,4
2364,60,1,21,Clothing,39,37,XL,Pink,Winter,4.2,0,4,1,No,0,38,1,1
2365,62,1,22,Accessories,20,23,L,Maroon,Winter,4.2,0,2,2,No,0,4,4,5
2366,52,1,20,Footwear,51,49,S,Peach,Winter,2.5,0,1,3,No,0,32,5,4
2367,30,1,17,Footwear,26,30,L,Brown,Winter,3.6,0,4,1,No,0,32,2,3
2368,66,1,21,Clothing,45,33,L,Green,Winter,3.4,0,0,4,No,0,28,0,1
2369,29,1,22,Accessories,-2,29,M,Lavender,Summer,3.3,0,2,4,No,0,6,3,2
2370,24,1,23,Clothing,-17,44,M,Cyan,Winter,4.6,0,3,4,No,0,24,4,4
2371,51,1,17,Footwear,31,1,M,Black,Spring,3.9,0,3,5,No,0,38,5,6
2372,67,1,21,Clothing,-15,13,M,Charcoal,Winter,3.7,0,4,3,No,0,28,3,0
2373,50,1,3,Footwear,-1,0,XL,Silver,Spring,3.1,0,3,1,No,0,9,4,3
2374,37,1,9,Clothing,-20,21,M,Gray,Spring,4.9,0,0,1,No,0,21,3,2
2375,69,1,6,Accessories,33,46,L,Peach,Winter,4.7,0,1,4,No,0,31,3,4
2376,60,1,0,Accessories,23,45,L,Peach,Fall,2.9,0,4,3,No,0,18,2,5
2377,21,1,6,Accessories,54,41,XL,Cyan,Spring,4.1,0,5,1,No,0,5,1,6
2378,44,1,2,Clothing,54,40,L,Magenta,Fall,4.0,0,5,3,No,0,22,1,0
2379,26,1,15,Accessories,31,28,L,Teal,Summer,2.7,0,3,5,No,0,37,4,1
2380,40,1,8,Accessories,37,40,M,Peach,Spring,4.0,0,2,0,No,0,22,3,4
2381,41,1,15,Accessories,26,37,M,Black,Fall,2.5,0,2,3,No,0,36,4,3
2382,62,1,14,Footwear,-17,48,M,Teal,Summer,4.5,0,0,2,No,0,23,4,0
2383,39,1,23,Clothing,20,4,M,Turquoise,Spring,3.9,0,3,1,No,0,44,3,6
2384,53,1,0,Accessories,32,38,L,Gold,Spring,4.9,0,1,0,No,0,25,0,0
2385,24,1,2,Clothing,-5,0,L,Green,Winter,3.3,0,3,0,No,0,40,4,5
2386,41,1,15,Accessories,-9,35,M,Brown,Fall,3.8,0,5,1,No,0,12,4,6
2387,19,1,21,Clothing,-7,12,L,Blue,Summer,2.9,0,2,4,No,0,14,5,4
2388,36,1,8,Accessories,55,41,M,Gold,Summer,4.0,0,2,0,No,0,14,3,4
2389,21,1,5,Clothing,28,0,M,Peach,Fall,4.1,0,2,5,No,0,10,3,0
2390,25,1,4,Outerwear,47,15,M,Violet,Spring,3.1,0,1,5,No,0,17,0,2
2391,65,1,16,Clothing,24,2,XL,Yellow,Winter,4.6,0,3,1,No,0,24,3,3
